bcr_sample_barcode	bcr_analyte_barcode	a260_a280_ratio	amount	analyte_type	concentration	gel_image_file	spectrophotometer_method	well_number
TCGA-C8-A12P-01A	TCGA-C8-A12P-01A-11D	1.93	52.33	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-C8-A12P-01A	TCGA-C8-A12P-01A-11R	2.02	67.80	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-C8-A12P-10A	TCGA-C8-A12P-10A-01D	2.00	75.21	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-C8-A12Q-01A	TCGA-C8-A12Q-01A-11D	1.97	35.42	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-C8-A12Q-01A	TCGA-C8-A12Q-01A-11R	2.04	48.76	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-C8-A12Q-10A	TCGA-C8-A12Q-10A-01D	2.00	32.74	DNA	0.13	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-C8-A12T-01A	TCGA-C8-A12T-01A-11D	2.02	42.06	DNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-C8-A12T-01A	TCGA-C8-A12T-01A-11R	1.83	29.67	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-C8-A12T-10A	TCGA-C8-A12T-10A-01D	1.90	8.11	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-C8-A12U-01A	TCGA-C8-A12U-01A-11D	1.96	90.95	DNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-C8-A12U-01A	TCGA-C8-A12U-01A-11R	1.84	63.84	RNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-C8-A12U-10A	TCGA-C8-A12U-10A-01D	1.95	55.91	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-C8-A12V-01A	TCGA-C8-A12V-01A-11D	2.02	83.35	DNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-C8-A12V-01A	TCGA-C8-A12V-01A-11R	1.89	49.00	RNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-C8-A12V-10A	TCGA-C8-A12V-10A-01D	1.87	50.78	DNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-C8-A12W-01A	TCGA-C8-A12W-01A-11D	1.93	42.50	DNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-C8-A12W-01A	TCGA-C8-A12W-01A-11R	1.82	21.17	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-C8-A12W-10A	TCGA-C8-A12W-10A-01D	1.98	57.67	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-C8-A12X-01A	TCGA-C8-A12X-01A-11D	1.97	24.70	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-C8-A12X-01A	TCGA-C8-A12X-01A-11R	1.85	12.96	RNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-C8-A12X-10A	TCGA-C8-A12X-10A-01D	2.00	8.27	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-C8-A12Y-01A	TCGA-C8-A12Y-01A-11D	1.98	55.66	DNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-C8-A12Y-01A	TCGA-C8-A12Y-01A-11R	1.91	40.76	RNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-C8-A12Y-10A	TCGA-C8-A12Y-10A-01D	2.03	6.70	DNA	0.13	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-C8-A12Z-01A	TCGA-C8-A12Z-01A-11D	1.98	16.49	DNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-C8-A12Z-01A	TCGA-C8-A12Z-01A-11R	1.82	19.13	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-C8-A12Z-10A	TCGA-C8-A12Z-10A-01D	1.98	61.86	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-C8-A130-01A	TCGA-C8-A130-01A-31D	1.96	61.20	DNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-C8-A130-01A	TCGA-C8-A130-01A-31R	1.85	44.00	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-C8-A130-10A	TCGA-C8-A130-10A-01D	2.00	54.48	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-C8-A131-01A	TCGA-C8-A131-01A-11D	2.00	43.17	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-C8-A131-01A	TCGA-C8-A131-01A-11R	2.04	44.88	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-C8-A131-10A	TCGA-C8-A131-10A-01D	1.95	35.71	DNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-C8-A132-01A	TCGA-C8-A132-01A-31D	1.98	69.70	DNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-C8-A132-01A	TCGA-C8-A132-01A-31R	2.04	68.36	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-C8-A132-10A	TCGA-C8-A132-10A-01D	1.97	47.19	DNA	0.13	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-C8-A133-01A	TCGA-C8-A133-01A-32D	1.89	12.38	DNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-C8-A133-01A	TCGA-C8-A133-01A-32R	1.80	14.11	RNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-C8-A133-10A	TCGA-C8-A133-10A-01D	1.95	62.10	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-C8-A134-01A	TCGA-C8-A134-01A-11D	1.93	90.53	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-C8-A134-01A	TCGA-C8-A134-01A-11R	2.06	63.02	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-C8-A134-10A	TCGA-C8-A134-10A-01D	1.97	20.85	DNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-C8-A135-01A	TCGA-C8-A135-01A-11D	2.00	13.72	DNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-C8-A135-01A	TCGA-C8-A135-01A-11R	1.98	19.76	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-C8-A135-10A	TCGA-C8-A135-10A-02D	1.90	27.82	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-C8-A137-01A	TCGA-C8-A137-01A-11D	1.98	42.43	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-C8-A137-01A	TCGA-C8-A137-01A-11R	2.02	55.91	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-C8-A137-10A	TCGA-C8-A137-10A-02D	1.87	12.85	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-C8-A138-01A	TCGA-C8-A138-01A-11D	1.98	46.33	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-C8-A138-01A	TCGA-C8-A138-01A-11R	1.85	32.77	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-C8-A138-10A	TCGA-C8-A138-10A-01D	1.92	34.22	DNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-D8-A13Y-01A	TCGA-D8-A13Y-01A-11D	1.98	82.48	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-D8-A13Y-01A	TCGA-D8-A13Y-01A-11R	2.04	56.30	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-D8-A13Y-10A	TCGA-D8-A13Y-10A-01D	1.95	65.51	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-D8-A13Z-01A	TCGA-D8-A13Z-01A-11D	1.95	38.76	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-D8-A13Z-01A	TCGA-D8-A13Z-01A-11R	2.00	31.32	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-D8-A13Z-10A	TCGA-D8-A13Z-10A-01D	1.93	82.76	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-D8-A140-01A	TCGA-D8-A140-01A-11D	1.97	27.75	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-D8-A140-01A	TCGA-D8-A140-01A-11R	2.00	19.12	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-D8-A140-10A	TCGA-D8-A140-10A-01D	1.92	55.76	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-D8-A141-01A	TCGA-D8-A141-01A-11D	1.97	48.03	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-D8-A141-01A	TCGA-D8-A141-01A-11R	1.98	38.94	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-D8-A141-10A	TCGA-D8-A141-10A-01D	1.93	57.24	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-D8-A142-01A	TCGA-D8-A142-01A-11D	1.95	52.14	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-D8-A142-01A	TCGA-D8-A142-01A-11R	2.02	46.30	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-D8-A142-10A	TCGA-D8-A142-10A-01D	1.88	61.31	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-D8-A143-01A	TCGA-D8-A143-01A-11D	2.40	31.24	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-D8-A143-01A	TCGA-D8-A143-01A-11R	2.14	25.89	RNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-D8-A143-10A	TCGA-D8-A143-10A-01D	1.92	111.30	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-D8-A145-01A	TCGA-D8-A145-01A-11D	1.95	28.03	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-D8-A145-01A	TCGA-D8-A145-01A-11R	1.85	12.25	RNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-D8-A145-10A	TCGA-D8-A145-10A-01D	1.98	88.50	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-D8-A146-01A	TCGA-D8-A146-01A-31D	1.92	38.51	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-D8-A146-01A	TCGA-D8-A146-01A-31R	2.02	26.53	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-D8-A146-10A	TCGA-D8-A146-10A-01D	1.91	43.68	DNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-D8-A147-01A	TCGA-D8-A147-01A-11D	1.98	97.01	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-D8-A147-01A	TCGA-D8-A147-01A-11R	1.89	60.69	RNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-D8-A147-10A	TCGA-D8-A147-10A-01D	1.97	35.22	DNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-E2-A105-01A	TCGA-E2-A105-01A-11D	2.02	75.55	DNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-E2-A105-01A	TCGA-E2-A105-01A-11R	1.87	38.43	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-E2-A105-10A	TCGA-E2-A105-10A-01D	1.97	18.56	DNA	0.13	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-E2-A106-01A	TCGA-E2-A106-01A-11D	2.07	51.10	DNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-E2-A106-01A	TCGA-E2-A106-01A-11R	1.89	29.95	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-E2-A106-10A	TCGA-E2-A106-10A-01D	1.93	24.44	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-E2-A107-01A	TCGA-E2-A107-01A-11D	2.08	17.10	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-E2-A107-01A	TCGA-E2-A107-01A-11R	1.82	14.11	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-E2-A107-10A	TCGA-E2-A107-10A-01D	1.97	25.41	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-E2-A108-01A	TCGA-E2-A108-01A-13D	1.93	13.11	DNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-E2-A108-01A	TCGA-E2-A108-01A-13R	1.82	7.93	RNA	0.13	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-E2-A108-10A	TCGA-E2-A108-10A-01D	1.98	21.12	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-E2-A109-01A	TCGA-E2-A109-01A-11D	1.95	94.60	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-E2-A109-01A	TCGA-E2-A109-01A-11R	1.82	65.31	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-E2-A109-10A	TCGA-E2-A109-10A-01D	1.97	21.02	DNA	0.13	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-E2-A10A-01A	TCGA-E2-A10A-01A-21D	1.85	76.37	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-E2-A10A-01A	TCGA-E2-A10A-01A-21R	1.85	49.91	RNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-E2-A10A-10A	TCGA-E2-A10A-10A-01D	2.03	24.36	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-E2-A10B-01A	TCGA-E2-A10B-01A-11D	1.83	18.42	DNA	0.13	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-E2-A10B-01A	TCGA-E2-A10B-01A-11R	1.82	18.21	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-E2-A10B-10A	TCGA-E2-A10B-10A-01D	1.92	28.80	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-E2-A10C-01A	TCGA-E2-A10C-01A-21D	1.98	89.76	DNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-E2-A10C-01A	TCGA-E2-A10C-01A-21R	1.78	55.47	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-E2-A10C-10A	TCGA-E2-A10C-10A-01D	1.95	22.20	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-E2-A10E-01A	TCGA-E2-A10E-01A-21D	1.93	75.49	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-E2-A10E-01A	TCGA-E2-A10E-01A-21R	1.79	42.24	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-E2-A10E-10A	TCGA-E2-A10E-10A-01D	1.98	24.39	DNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-E2-A10F-01A	TCGA-E2-A10F-01A-11D	1.91	55.76	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-E2-A10F-01A	TCGA-E2-A10F-01A-11R	1.80	25.47	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-E2-A10F-10A	TCGA-E2-A10F-10A-01D	2.00	21.31	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-E2-A14O-01A	TCGA-E2-A14O-01A-31D	1.87	30.62	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-E2-A14O-01A	TCGA-E2-A14O-01A-31R	2.02	28.44	RNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-E2-A14O-10A	TCGA-E2-A14O-10A-01D	1.95	20.60	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-E2-A14P-01A	TCGA-E2-A14P-01A-31D	1.95	29.64	DNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-E2-A14P-01A	TCGA-E2-A14P-01A-31R	2.00	19.67	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-E2-A14P-10A	TCGA-E2-A14P-10A-01D	2.03	18.94	DNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-E2-A14Q-01A	TCGA-E2-A14Q-01A-11D	1.95	28.53	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-E2-A14Q-01A	TCGA-E2-A14Q-01A-11R	1.82	13.76	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-E2-A14Q-10A	TCGA-E2-A14Q-10A-01D	1.98	23.46	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-E2-A14R-01A	TCGA-E2-A14R-01A-11D	1.97	68.03	DNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-E2-A14R-01A	TCGA-E2-A14R-01A-11R	1.98	47.28	RNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-E2-A14R-10A	TCGA-E2-A14R-10A-01D	1.98	20.33	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-E2-A14S-01A	TCGA-E2-A14S-01A-11D	1.91	77.76	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-E2-A14S-01A	TCGA-E2-A14S-01A-11R	1.76	35.21	RNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-E2-A14S-10A	TCGA-E2-A14S-10A-01D	1.96	19.45	DNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-E2-A14T-01A	TCGA-E2-A14T-01A-11D	1.90	27.51	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-E2-A14T-01A	TCGA-E2-A14T-01A-11R	1.86	15.53	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-E2-A14T-10A	TCGA-E2-A14T-10A-01D	1.97	9.09	DNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-E2-A14V-01A	TCGA-E2-A14V-01A-11D	1.93	33.83	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-E2-A14V-01A	TCGA-E2-A14V-01A-11R	1.96	19.40	RNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-E2-A14V-10A	TCGA-E2-A14V-10A-01D	1.89	20.79	DNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-E2-A14W-01A	TCGA-E2-A14W-01A-11D	1.88	51.68	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-E2-A14W-01A	TCGA-E2-A14W-01A-11R	1.85	36.03	RNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-E2-A14W-10A	TCGA-E2-A14W-10A-01D	1.98	19.15	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-E2-A14X-01A	TCGA-E2-A14X-01A-11D	1.97	50.85	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-E2-A14X-01A	TCGA-E2-A14X-01A-11R	1.84	31.62	RNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-E2-A14X-10A	TCGA-E2-A14X-10A-01D	1.95	22.18	DNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-E2-A14Y-01A	TCGA-E2-A14Y-01A-21D	1.91	58.22	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-E2-A14Y-01A	TCGA-E2-A14Y-01A-21R	1.87	60.48	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-E2-A14Y-10A	TCGA-E2-A14Y-10A-01D	1.91	29.23	DNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-E2-A14Y-11A	TCGA-E2-A14Y-11A-33D	1.89	33.92	DNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-E2-A14Z-01A	TCGA-E2-A14Z-01A-11D	2.00	66.36	DNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-E2-A14Z-01A	TCGA-E2-A14Z-01A-11R	1.88	55.25	RNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-E2-A14Z-10A	TCGA-E2-A14Z-10A-01D	1.95	19.84	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-E2-A150-01A	TCGA-E2-A150-01A-11D	1.93	60.43	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-E2-A150-01A	TCGA-E2-A150-01A-11R	1.89	49.55	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-E2-A150-10A	TCGA-E2-A150-10A-01D	2.03	18.19	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-E2-A152-01A	TCGA-E2-A152-01A-11D	1.95	56.64	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-E2-A152-01A	TCGA-E2-A152-01A-11R	1.87	28.04	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-E2-A152-10A	TCGA-E2-A152-10A-01D	1.97	22.91	DNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-E2-A153-01A	TCGA-E2-A153-01A-12D	1.93	11.24	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-E2-A153-01A	TCGA-E2-A153-01A-12R	1.90	13.39	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-E2-A153-10A	TCGA-E2-A153-10A-01D	1.93	17.28	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-E2-A153-11A	TCGA-E2-A153-11A-31D	1.95	55.60	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-E2-A153-11A	TCGA-E2-A153-11A-31R	1.96	55.38	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-E2-A154-01A	TCGA-E2-A154-01A-11D	1.92	51.90	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-E2-A154-01A	TCGA-E2-A154-01A-11R	1.84	38.36	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-E2-A154-10A	TCGA-E2-A154-10A-01D	1.97	22.02	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-E2-A155-01A	TCGA-E2-A155-01A-11D	1.92	47.25	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-E2-A155-01A	TCGA-E2-A155-01A-11R	1.67	34.80	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-E2-A155-10A	TCGA-E2-A155-10A-01D	1.93	20.99	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-E2-A156-01A	TCGA-E2-A156-01A-11D	1.98	63.50	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-E2-A156-01A	TCGA-E2-A156-01A-11R	1.86	43.26	RNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-E2-A156-10A	TCGA-E2-A156-10A-01D	1.98	19.93	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-E2-A158-01A	TCGA-E2-A158-01A-11D	1.95	101.12	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-E2-A158-01A	TCGA-E2-A158-01A-11R	1.87	86.68	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-E2-A158-10A	TCGA-E2-A158-10A-01D	1.95	18.70	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-E2-A158-11A	TCGA-E2-A158-11A-22D	1.97	15.09	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-E2-A158-11A	TCGA-E2-A158-11A-22R	1.82	9.07	RNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-E2-A159-01A	TCGA-E2-A159-01A-11D	1.97	78.00	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-E2-A159-01A	TCGA-E2-A159-01A-11R	1.86	66.48	RNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-E2-A159-10A	TCGA-E2-A159-10A-01D	1.95	18.70	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-E2-A15A-01A	TCGA-E2-A15A-01A-11D	1.95	67.20	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-E2-A15A-01A	TCGA-E2-A15A-01A-11R	2.02	53.22	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-E2-A15A-06A	TCGA-E2-A15A-06A-11D	1.32	87.90	DNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
